,v,vw,o,c,h,l,t,n
941,54777,167.6927,167.8571,167.6660,167.8900,167.5800,2024-02-13,14:36:15,491
942,41221,167.7528,167.6500,167.6300,167.8983,167.5900,2024-02-13,14:36:20,445
943,44540,167.7129,167.6500,167.6500,167.8900,167.5404,2024-02-13,14:36:25,663
944,11058,167.7023,167.6300,167.7900,167.7900,167.6129,2024-02-13,14:36:30,227
945,30835,167.6979,167.7401,167.6600,167.7900,167.6100,2024-02-13,14:36:35,286
946,33042,167.5882,167.6534,167.5200,167.6534,167.5000,2024-02-13,14:36:40,340
947,51338,167.5870,167.5300,167.8694,167.8800,167.5000,2024-02-13,14:36:45,352
948,69776,168.0351,167.8823,168.1650,168.2600,167.8194,2024-02-13,14:36:50,637
949,46079,168.2123,168.1900,168.1700,168.2600,168.0650,2024-02-13,14:36:55,372
950,39840,167.9207,168.2400,167.7550,168.2400,167.7000,2024-02-13,14:37:00,365
951,40751,167.7259,167.7100,167.6700,167.9123,167.5664,2024-02-13,14:37:05,478
952,52398,167.4574,167.6150,167.2200,167.6695,167.2000,2024-02-13,14:37:10,474
953,39847,167.2714,167.2600,167.2600,167.4400,167.1452,2024-02-13,14:37:15,501
954,40218,167.1357,167.2100,167.0000,167.2900,167.0000,2024-02-13,14:37:20,406
955,25740,167.1790,167.0140,167.3100,167.3500,167.0140,2024-02-13,14:37:25,332
956,21081,167.4678,167.3181,167.6520,167.7000,167.2300,2024-02-13,14:37:30,323
957,15277,167.6016,167.6200,167.6900,167.6900,167.5259,2024-02-13,14:37:35,213
958,13954,167.6120,167.6550,167.5900,167.6900,167.5400,2024-02-13,14:37:40,187
959,39366,167.6694,167.5100,167.7300,167.7899,167.5000,2024-02-13,14:37:45,523
960,17388,167.6649,167.7300,167.6900,167.7450,167.6000,2024-02-13,14:37:50,281
961,41333,167.6038,167.6950,167.4201,167.9000,167.3334,2024-02-13,14:37:55,618
962,18120,167.7006,167.4799,167.7635,167.8150,167.4300,2024-02-13,14:38:00,197
963,19451,167.8057,167.7717,167.9187,167.9599,167.7000,2024-02-13,14:38:05,241
964,39955,168.0143,167.9599,168.1500,168.1500,167.9100,2024-02-13,14:38:10,313
965,31566,168.0492,168.1699,168.0600,168.1771,167.9300,2024-02-13,14:38:15,263
966,33525,168.1351,168.1169,168.0203,168.2100,168.0201,2024-02-13,14:38:20,248
967,39383,168.3021,168.0449,168.3999,168.4000,168.0229,2024-02-13,14:38:25,354
968,87469,168.5248,168.4000,168.4827,168.6500,168.3600,2024-02-13,14:38:30,720
969,24662,168.3725,168.4200,168.4400,168.4400,168.2500,2024-02-13,14:38:35,297
970,29054,168.4081,168.4176,168.4400,168.5200,168.3100,2024-02-13,14:38:40,285
971,22211,168.4148,168.4500,168.4938,168.5084,168.3400,2024-02-13,14:38:45,314
972,19898,168.4344,168.4800,168.3806,168.5300,168.3800,2024-02-13,14:38:50,188
973,37283,168.5009,168.4400,168.4400,168.5939,168.3900,2024-02-13,14:38:55,395
974,30142,168.3326,168.4400,168.5449,168.5449,168.1600,2024-02-13,14:39:00,416
975,27504,168.5820,168.5180,168.6303,168.6900,168.4780,2024-02-13,14:39:05,269
976,27719,168.5928,168.6600,168.4900,168.6900,168.4900,2024-02-13,14:39:10,247
977,34786,168.5097,168.5300,168.6350,168.6599,168.4074,2024-02-13,14:39:15,312
978,31876,168.6017,168.6300,168.6600,168.6600,168.5201,2024-02-13,14:39:20,356
979,35155,168.6010,168.6380,168.5000,168.7200,168.4400,2024-02-13,14:39:25,365
980,35592,168.5004,168.4901,168.5600,168.6200,168.3450,2024-02-13,14:39:30,372
981,17446,168.4090,168.6100,168.3800,168.6100,168.2500,2024-02-13,14:39:35,235
982,18877,168.3244,168.3800,168.3000,168.4000,168.2650,2024-02-13,14:39:40,274
983,21360,168.3806,168.2900,168.4264,168.4600,168.2900,2024-02-13,14:39:45,276
984,17306,168.4738,168.4350,168.3950,168.5500,168.3550,2024-02-13,14:39:50,217
985,14716,168.3148,168.3850,168.3169,168.3850,168.1900,2024-02-13,14:39:55,176
986,48308,168.1258,168.2800,168.3150,168.3400,168.0000,2024-02-13,14:40:00,553
987,39073,168.4352,168.3200,168.4799,168.5500,168.2600,2024-02-13,14:40:05,314
988,25129,168.3578,168.4662,168.2265,168.5199,168.1600,2024-02-13,14:40:10,269
989,19840,168.1982,168.2200,168.1900,168.3120,168.0000,2024-02-13,14:40:15,283
990,22357,168.0965,168.0119,168.2005,168.2005,168.0000,2024-02-13,14:40:20,263
991,21632,168.3395,168.2200,168.4500,168.4700,168.1003,2024-02-13,14:40:25,252
992,28747,168.5271,168.4350,168.5300,168.6200,168.3600,2024-02-13,14:40:30,279
993,20724,168.4181,168.5311,168.4461,168.5311,168.3101,2024-02-13,14:40:35,274
994,14278,168.2551,168.4260,168.1300,168.4260,168.1200,2024-02-13,14:40:40,243
995,22517,168.2499,168.1520,168.2600,168.4100,168.0700,2024-02-13,14:40:45,235
996,12856,168.1783,168.3100,168.1250,168.3416,168.0500,2024-02-13,14:40:50,187
997,17294,168.1771,168.1500,168.1100,168.2714,168.0900,2024-02-13,14:40:55,316
998,26572,168.0311,168.1100,168.0700,168.1500,167.9500,2024-02-13,14:41:00,414
999,22673,168.2076,168.0550,168.1700,168.3899,168.0400,2024-02-13,14:41:05,280
1000,22697,168.2360,168.1500,168.3000,168.3899,168.1100,2024-02-13,14:41:10,231
1001,8034,168.2622,168.2999,168.2300,168.3199,168.2100,2024-02-13,14:41:15,136
1002,17790,168.2606,168.2300,168.2200,168.3360,168.1400,2024-02-13,14:41:20,190
1003,11102,168.2039,168.2600,168.1999,168.3299,168.1500,2024-02-13,14:41:25,143
1004,23474,168.1220,168.1400,168.1948,168.2100,168.0600,2024-02-13,14:41:30,328
1005,36557,168.0576,168.2140,168.0699,168.2140,167.9400,2024-02-13,14:41:35,266
1006,12343,168.1058,168.0350,168.1600,168.1600,168.0200,2024-02-13,14:41:40,172
1007,11184,168.1574,168.1200,168.1200,168.2600,168.0900,2024-02-13,14:41:45,165
1008,10480,168.1437,168.1800,168.1665,168.2000,168.0800,2024-02-13,14:41:50,160
1009,46019,168.0746,168.1400,168.0300,168.2994,167.9900,2024-02-13,14:41:55,598
1010,18796,168.0462,168.1100,167.9699,168.1765,167.9100,2024-02-13,14:42:00,185
1011,48921,167.7926,167.9200,167.6750,167.9800,167.6183,2024-02-13,14:42:05,475
1012,24018,167.8653,167.7000,167.9960,168.0300,167.6550,2024-02-13,14:42:10,256
1013,31636,167.8786,167.9700,167.9853,168.0099,167.7900,2024-02-13,14:42:15,207
1014,22271,167.9434,168.0000,167.8200,168.0800,167.7900,2024-02-13,14:42:20,255
1015,23545,167.7169,167.8000,167.7300,167.8400,167.5600,2024-02-13,14:42:25,311
1016,23788,167.5911,167.7500,167.6201,167.7500,167.4400,2024-02-13,14:42:30,277
1017,15254,167.6326,167.6300,167.6500,167.7100,167.5600,2024-02-13,14:42:35,187
1018,20112,167.7570,167.6400,167.8300,167.8400,167.6400,2024-02-13,14:42:40,180
1019,23655,167.9403,167.8800,168.0400,168.0434,167.8200,2024-02-13,14:42:45,211
1020,62262,168.2373,168.0382,168.4300,168.4300,168.0100,2024-02-13,14:42:50,550
1021,47800,168.4834,168.4300,168.3950,168.5900,168.3400,2024-02-13,14:42:55,449
1022,17616,168.2340,168.3801,168.1000,168.4044,168.0400,2024-02-13,14:43:00,215
1023,15444,168.1072,168.1001,168.1700,168.2300,168.0510,2024-02-13,14:43:05,148
1024,13245,168.2202,168.1000,168.2280,168.3000,168.1000,2024-02-13,14:43:10,182
1025,19127,168.2586,168.2550,168.3350,168.3350,168.1708,2024-02-13,14:43:15,230
1026,21819,168.3742,168.3300,168.3350,168.4100,168.3200,2024-02-13,14:43:20,185
1027,7507,168.3335,168.3400,168.3999,168.4000,168.2970,2024-02-13,14:43:25,90
1028,48889,168.5107,168.3850,168.6000,168.6100,168.3700,2024-02-13,14:43:30,385
1029,27749,168.5149,168.5974,168.4100,168.5974,168.4000,2024-02-13,14:43:35,255
1030,21700,168.3725,168.4300,168.3247,168.4648,168.2900,2024-02-13,14:43:40,179
1031,15536,168.3073,168.3300,168.3250,168.3700,168.2500,2024-02-13,14:43:45,201
1032,10375,168.3279,168.3200,168.3372,168.3800,168.2700,2024-02-13,14:43:50,142
1033,23088,168.4952,168.3600,168.5581,168.5799,168.3600,2024-02-13,14:43:55,188
1034,19229,168.5345,168.5799,168.4100,168.6200,168.4100,2024-02-13,14:44:00,213
1035,23168,168.4420,168.4000,168.4900,168.5500,168.3500,2024-02-13,14:44:05,214
1036,16511,168.3462,168.4800,168.2700,168.4800,168.2700,2024-02-13,14:44:10,216
1037,23992,168.3338,168.2700,168.4066,168.4300,168.2500,2024-02-13,14:44:15,301
1038,8469,168.3606,168.3623,168.3050,168.4300,168.3000,2024-02-13,14:44:20,113
1039,13392,168.2348,168.2700,168.2624,168.2999,168.2000,2024-02-13,14:44:25,176
1040,10751,168.2549,168.2200,168.2800,168.3400,168.2000,2024-02-13,14:44:30,148
1041,27239,168.1219,168.2400,168.1906,168.2674,168.0516,2024-02-13,14:44:35,199
1042,18361,168.1542,168.1500,168.1050,168.2700,168.0800,2024-02-13,14:44:40,182
1043,22100,168.0643,168.0800,168.0900,168.1600,168.0200,2024-02-13,14:44:45,193
1044,12486,168.1302,168.0801,168.0900,168.1800,168.0801,2024-02-13,14:44:50,147
1045,24048,168.2391,168.0800,168.2222,168.3100,168.0800,2024-02-13,14:44:55,255
1046,22479,168.0571,168.2100,168.0000,168.2100,168.0000,2024-02-13,14:45:00,331
1047,28772,168.0863,168.0000,168.1600,168.2399,167.9100,2024-02-13,14:45:05,289
1048,30863,168.0865,168.1695,168.1400,168.1900,168.0150,2024-02-13,14:45:10,267
1049,13530,168.1026,168.1200,168.0301,168.1900,167.9700,2024-02-13,14:45:15,206
1050,9474,168.0547,168.0200,168.0600,168.1100,168.0001,2024-02-13,14:45:20,133
1051,21251,167.9679,168.0300,168.0400,168.0600,167.9000,2024-02-13,14:45:25,185
1052,11982,167.9386,168.0200,167.9000,168.0200,167.9000,2024-02-13,14:45:30,185
1053,35066,167.8070,167.8900,167.8000,167.9389,167.7400,2024-02-13,14:45:35,287
1054,18738,167.9358,167.7800,168.0100,168.0261,167.7400,2024-02-13,14:45:40,173
1055,13267,167.9435,168.0100,167.9000,168.0100,167.8700,2024-02-13,14:45:45,168
1056,13296,167.9646,167.8879,168.0527,168.0600,167.8600,2024-02-13,14:45:50,175
1057,15136,168.0396,168.0672,168.0826,168.1100,167.9701,2024-02-13,14:45:55,168
1058,15322,167.9928,168.0500,168.0050,168.0578,167.9200,2024-02-13,14:46:00,262
1059,19402,168.1134,168.0100,168.1900,168.2400,168.0100,2024-02-13,14:46:05,222
1060,33489,168.2468,168.2099,168.2850,168.3821,168.0900,2024-02-13,14:46:10,331
1061,26611,168.4253,168.3168,168.5000,168.5700,168.2493,2024-02-13,14:46:15,234
1062,16627,168.4860,168.5181,168.4900,168.5318,168.4400,2024-02-13,14:46:20,185
1063,43244,168.3753,168.5100,168.2000,168.5100,168.2000,2024-02-13,14:46:25,370
1064,25666,168.2405,168.2000,168.2210,168.3500,168.1600,2024-02-13,14:46:30,219
1065,7100,168.2481,168.2450,168.1900,168.2900,168.1900,2024-02-13,14:46:35,82
1066,9905,168.3073,168.2300,168.3850,168.3900,168.2149,2024-02-13,14:46:40,108
1067,25869,168.5862,168.3900,168.6250,168.6500,168.3900,2024-02-13,14:46:45,204
1068,36868,168.7179,168.6100,168.8350,168.8500,168.6100,2024-02-13,14:46:50,380
1069,33998,168.7749,168.8380,168.6599,168.8850,168.6382,2024-02-13,14:46:55,319
1070,30589,168.6032,168.6300,168.6750,168.6800,168.4800,2024-02-13,14:47:00,291
1071,18144,168.6958,168.6000,168.7100,168.7900,168.6000,2024-02-13,14:47:05,181
1072,28697,168.7054,168.7240,168.7162,168.7899,168.6200,2024-02-13,14:47:10,218
1073,15091,168.7192,168.7399,168.6700,168.8000,168.6248,2024-02-13,14:47:15,158
1074,17257,168.6674,168.6650,168.6550,168.7400,168.6300,2024-02-13,14:47:20,134
1075,28645,168.8589,168.6500,168.9400,168.9599,168.6301,2024-02-13,14:47:25,229
1076,64065,169.0573,168.9291,169.1500,169.2200,168.9291,2024-02-13,14:47:30,595
1077,35987,169.0522,169.1400,169.0101,169.1700,168.9300,2024-02-13,14:47:35,287
1078,22279,169.0518,169.0340,168.9900,169.1200,168.9600,2024-02-13,14:47:40,240
1079,20620,168.9313,169.0099,168.9300,169.0099,168.8800,2024-02-13,14:47:45,278
1080,20649,168.8390,168.9420,168.8300,168.9480,168.7600,2024-02-13,14:47:50,199
1081,6602,168.8347,168.8608,168.8070,168.8950,168.7800,2024-02-13,14:47:55,109
1082,22786,168.7157,168.7800,168.8193,168.8300,168.6100,2024-02-13,14:48:00,288
1083,19884,168.8415,168.8400,168.8900,168.8924,168.7800,2024-02-13,14:48:05,255
1084,18434,168.8583,168.8831,168.7600,168.9599,168.7300,2024-02-13,14:48:10,187
1085,7799,168.7908,168.7700,168.8000,168.8300,168.7508,2024-02-13,14:48:15,89
1086,10747,168.8198,168.8000,168.8550,168.9066,168.7700,2024-02-13,14:48:20,183
1087,39635,168.7066,168.8550,168.7600,168.8792,168.5900,2024-02-13,14:48:25,292
1088,19991,168.7339,168.7494,168.6950,168.7600,168.6950,2024-02-13,14:48:30,286
1089,23299,168.6786,168.6550,168.7000,168.7350,168.6300,2024-02-13,14:48:35,228
1090,15447,168.7128,168.6950,168.7200,168.7599,168.6800,2024-02-13,14:48:40,197
1091,14886,168.6468,168.6800,168.5372,168.6942,168.5372,2024-02-13,14:48:45,182
1092,32140,168.5273,168.5727,168.5500,168.6000,168.4401,2024-02-13,14:48:50,324
1093,14480,168.5927,168.6016,168.6757,168.6757,168.5100,2024-02-13,14:48:55,227
1094,24370,168.8084,168.6900,168.7450,168.8999,168.6900,2024-02-13,14:49:00,289
1095,23202,168.6919,168.7746,168.6800,168.7746,168.6450,2024-02-13,14:49:05,231
1096,30626,168.5818,168.6899,168.5500,168.7200,168.4800,2024-02-13,14:49:10,368
1097,20429,168.6151,168.5600,168.7064,168.7293,168.5400,2024-02-13,14:49:15,225
1098,13068,168.6911,168.7200,168.6400,168.7799,168.6400,2024-02-13,14:49:20,157
1099,6589,168.6608,168.6400,168.6899,168.6900,168.6300,2024-02-13,14:49:25,95
1100,18145,168.7443,168.6750,168.8000,168.8500,168.6700,2024-02-13,14:49:30,174
1101,16502,168.7410,168.7700,168.6899,168.7900,168.6300,2024-02-13,14:49:35,147
1102,12061,168.6054,168.6585,168.6311,168.6585,168.5700,2024-02-13,14:49:40,148
1103,9596,168.6107,168.6800,168.6100,168.6800,168.5700,2024-02-13,14:49:45,139
1104,11059,168.5822,168.6000,168.5701,168.6200,168.5700,2024-02-13,14:49:50,135
1105,9251,168.6432,168.5780,168.7100,168.7100,168.5720,2024-02-13,14:49:55,137
1106,17567,168.7566,168.6800,168.8100,168.8292,168.6600,2024-02-13,14:50:00,161
1107,21768,168.8702,168.7900,168.9200,168.9800,168.7600,2024-02-13,14:50:05,325
1108,20991,168.7715,168.9204,168.7200,168.9800,168.6000,2024-02-13,14:50:10,360
1109,13623,168.7112,168.6958,168.7000,168.7900,168.6700,2024-02-13,14:50:15,205
1110,19817,168.6640,168.6600,168.8000,168.8000,168.5901,2024-02-13,14:50:20,217
1111,14938,168.8448,168.8000,168.9478,168.9478,168.7427,2024-02-13,14:50:25,141
1112,12681,168.8723,168.9050,168.7801,168.9299,168.7701,2024-02-13,14:50:30,117
1113,9385,168.8280,168.8200,168.7750,168.8699,168.7600,2024-02-13,14:50:35,120
1114,17192,168.6898,168.7730,168.6300,168.8400,168.6000,2024-02-13,14:50:40,201
1115,10372,168.7227,168.6300,168.7699,168.8199,168.6100,2024-02-13,14:50:45,134
1116,26430,168.7564,168.7318,168.7700,168.7999,168.7300,2024-02-13,14:50:50,260
1117,9919,168.7875,168.7786,168.8100,168.8500,168.7417,2024-02-13,14:50:55,140
1118,15107,168.8483,168.8100,168.8650,168.9100,168.7941,2024-02-13,14:51:00,127
1119,25572,168.9810,168.8800,169.0524,169.0524,168.8750,2024-02-13,14:51:05,304
1120,22577,169.0057,169.0524,168.9750,169.0900,168.8900,2024-02-13,14:51:10,216
1121,12144,169.0183,168.9700,169.0800,169.0800,168.9700,2024-02-13,14:51:15,142
1122,29088,169.1461,169.0900,169.1074,169.2000,169.0900,2024-02-13,14:51:20,220
1123,15717,169.1147,169.0900,169.1800,169.1800,169.0800,2024-02-13,14:51:25,218
1124,37791,168.9150,169.1600,168.7899,169.1900,168.7100,2024-02-13,14:51:30,314
1125,37439,168.6828,168.7960,168.6500,168.8200,168.6000,2024-02-13,14:51:35,389
1126,25641,168.6739,168.6500,168.7300,168.7399,168.6260,2024-02-13,14:51:40,198
1127,25353,168.7292,168.7000,168.7201,168.8260,168.6501,2024-02-13,14:51:45,162
1128,8964,168.8113,168.7500,168.9200,168.9250,168.6966,2024-02-13,14:51:50,113
1129,17298,168.9450,168.9250,168.9527,168.9900,168.9000,2024-02-13,14:51:55,140
1130,22716,168.9705,168.9600,168.9001,169.0150,168.8900,2024-02-13,14:52:00,208
1131,13457,168.9200,168.9799,168.8700,168.9999,168.8500,2024-02-13,14:52:05,154
1132,26753,168.7217,168.8495,168.6400,168.8495,168.6200,2024-02-13,14:52:10,306
1133,36446,168.6005,168.6001,168.6200,168.6800,168.5200,2024-02-13,14:52:15,322
1134,20274,168.6546,168.6500,168.7407,168.7900,168.6000,2024-02-13,14:52:20,241
1135,7911,168.7982,168.7300,168.7835,168.8400,168.7255,2024-02-13,14:52:25,110
1136,13730,168.7241,168.7765,168.7200,168.8200,168.6500,2024-02-13,14:52:30,180
1137,10854,168.7424,168.7000,168.7423,168.7900,168.6500,2024-02-13,14:52:35,134
1138,12711,168.7783,168.7600,168.7300,168.8900,168.6601,2024-02-13,14:52:40,154
1139,10620,168.7768,168.7700,168.7600,168.8500,168.7300,2024-02-13,14:52:45,138
1140,12971,168.6653,168.7728,168.6494,168.7728,168.5800,2024-02-13,14:52:50,176
1141,31710,168.5087,168.6500,168.5200,168.6700,168.4539,2024-02-13,14:52:55,343
1142,28583,168.5033,168.5100,168.4295,168.5500,168.4201,2024-02-13,14:53:00,222
1143,42114,168.3742,168.4200,168.3191,168.4694,168.3100,2024-02-13,14:53:05,393
1144,18359,168.3723,168.3200,168.3850,168.4100,168.3100,2024-02-13,14:53:10,164
1145,19531,168.3831,168.3700,168.3301,168.4450,168.3100,2024-02-13,14:53:15,187
1146,38433,168.2242,168.3343,168.2657,168.3624,168.0900,2024-02-13,14:53:20,466
1147,25539,168.4834,168.2393,168.5654,168.6100,168.2393,2024-02-13,14:53:25,267
1148,22184,168.6560,168.5960,168.7400,168.7800,168.5960,2024-02-13,14:53:30,208
1149,15120,168.7669,168.7350,168.8300,168.8300,168.7100,2024-02-13,14:53:35,242
1150,21635,168.8867,168.8700,168.8901,168.9200,168.8350,2024-02-13,14:53:40,181
1151,20528,168.8139,168.8700,168.7601,168.9099,168.6900,2024-02-13,14:53:45,202
1152,10775,168.7941,168.7912,168.7794,168.8685,168.7012,2024-02-13,14:53:50,144
1153,7765,168.7972,168.7878,168.8149,168.8691,168.7300,2024-02-13,14:53:55,92
1154,38040,169.0354,168.8600,169.1300,169.1500,168.8500,2024-02-13,14:54:00,402
1155,72904,169.2854,169.1300,169.3650,169.4399,169.0500,2024-02-13,14:54:05,799
1156,41407,169.4642,169.3516,169.4500,169.5800,169.3182,2024-02-13,14:54:10,435
1157,27763,169.4746,169.4500,169.4217,169.5464,169.4217,2024-02-13,14:54:15,225
1158,39780,169.4603,169.4400,169.5226,169.5500,169.3543,2024-02-13,14:54:20,238
1159,30640,169.4686,169.5210,169.4699,169.5704,169.3300,2024-02-13,14:54:25,229
1160,13789,169.4072,169.4400,169.3600,169.5100,169.3301,2024-02-13,14:54:30,159
1161,10647,169.3797,169.3288,169.4300,169.4386,169.3184,2024-02-13,14:54:35,99
1162,15065,169.3545,169.3900,169.3200,169.4500,169.3000,2024-02-13,14:54:40,194
1163,26318,169.2239,169.2808,169.1558,169.3300,169.1200,2024-02-13,14:54:45,238
1164,28239,169.1564,169.1728,169.1100,169.2800,169.0900,2024-02-13,14:54:50,207
1165,11325,169.0850,169.1100,169.0600,169.1699,169.0100,2024-02-13,14:54:55,107
1166,14839,169.0114,169.0300,168.9300,169.0700,168.9300,2024-02-13,14:55:00,203
1167,41855,168.7977,168.9000,168.7419,168.9800,168.6600,2024-02-13,14:55:05,294
1168,15772,168.6910,168.7200,168.7600,168.7800,168.6000,2024-02-13,14:55:10,208
1169,26352,168.8327,168.7527,168.8184,168.9500,168.7000,2024-02-13,14:55:15,324
1170,18810,168.8608,168.8100,168.9800,168.9904,168.7600,2024-02-13,14:55:20,201
1171,20416,168.9915,168.9900,169.0050,169.0200,168.9256,2024-02-13,14:55:25,149
1172,16933,168.9308,169.0300,168.8114,169.0400,168.8000,2024-02-13,14:55:30,182
1173,17224,168.8124,168.8261,168.8121,168.8599,168.7700,2024-02-13,14:55:35,106
1174,12379,168.7761,168.8399,168.7101,168.8399,168.7101,2024-02-13,14:55:40,149
1175,13204,168.6587,168.7499,168.6451,168.7499,168.6001,2024-02-13,14:55:45,138
1176,10209,168.6969,168.6499,168.7246,168.7899,168.6084,2024-02-13,14:55:50,111
1177,8165,168.6555,168.7193,168.6001,168.7193,168.6000,2024-02-13,14:55:55,82
1178,15404,168.7136,168.6160,168.6369,168.7900,168.6160,2024-02-13,14:56:00,150
1179,6867,168.6813,168.6247,168.7800,168.7800,168.6247,2024-02-13,14:56:05,86
1180,6982,168.7588,168.7350,168.7622,168.8300,168.7100,2024-02-13,14:56:10,83
1181,33184,168.5996,168.7600,168.5999,168.7600,168.5100,2024-02-13,14:56:15,292
1182,15691,168.6630,168.5700,168.7700,168.7700,168.5700,2024-02-13,14:56:20,170
1183,15825,168.8692,168.7800,168.9000,168.9660,168.7800,2024-02-13,14:56:25,148
1184,6649,168.9028,168.9500,168.9100,168.9500,168.8700,2024-02-13,14:56:30,70
1185,9453,168.8539,168.9400,168.8200,168.9400,168.7600,2024-02-13,14:56:35,134
1186,12703,168.8601,168.8400,168.8399,168.9200,168.8200,2024-02-13,14:56:40,95
1187,9141,168.7863,168.7900,168.8300,168.8300,168.7327,2024-02-13,14:56:45,90
1188,12697,168.8545,168.7900,168.8400,168.9500,167.7501,2024-02-13,14:56:50,120
1189,11383,168.8039,168.8400,168.7400,168.8847,168.7400,2024-02-13,14:56:55,184
1190,16598,168.8324,168.7460,168.8600,168.8800,168.7350,2024-02-13,14:57:00,150
1191,14970,168.8843,168.8700,168.9100,168.9500,168.8000,2024-02-13,14:57:05,201
1192,28995,169.0571,168.9100,169.1641,169.2100,168.8300,2024-02-13,14:57:10,339
1193,12394,169.1124,169.2000,169.1401,169.2000,169.0500,2024-02-13,14:57:15,131
1194,22352,168.9807,169.1450,168.8700,169.1450,168.8500,2024-02-13,14:57:20,216
1195,9734,168.8624,168.8817,168.8100,168.9207,168.8001,2024-02-13,14:57:25,100
1196,17724,168.8012,168.8100,168.6600,168.9300,168.6100,2024-02-13,14:57:30,269
1197,17301,168.6609,168.6550,168.6163,168.7400,168.6163,2024-02-13,14:57:35,213
1198,41941,168.5089,168.6301,168.4600,168.6600,168.4200,2024-02-13,14:57:40,268
1199,21913,168.4743,168.4777,168.4700,168.5200,168.4300,2024-02-13,14:57:45,282
1200,10666,168.5229,168.4400,168.5500,168.5999,168.4400,2024-02-13,14:57:50,147
1201,13935,168.6224,168.5600,168.5950,168.6950,168.5600,2024-02-13,14:57:55,155
1202,16354,168.5500,168.6200,168.5000,168.6750,168.4801,2024-02-13,14:58:00,235
1203,16005,168.7572,168.5446,168.9340,168.9464,168.5400,2024-02-13,14:58:05,182
1204,12310,168.8459,168.9200,168.7623,168.9354,168.7401,2024-02-13,14:58:10,136
1205,10152,168.7653,168.7940,168.7600,168.8300,168.7200,2024-02-13,14:58:15,87
1206,6318,168.8907,168.7850,168.8800,168.9300,168.7850,2024-02-13,14:58:20,101
1207,17531,168.9807,168.9400,168.9650,169.0500,168.9000,2024-02-13,14:58:25,185
1208,14482,168.9925,168.9400,169.0250,169.1000,168.8800,2024-02-13,14:58:30,209
1209,9691,168.9824,169.0100,168.9900,169.0400,168.9000,2024-02-13,14:58:35,117
1210,9311,169.0410,168.9700,169.0399,169.1027,168.9700,2024-02-13,14:58:40,94
1211,12741,168.9976,169.0317,169.0100,169.0800,168.9235,2024-02-13,14:58:45,192
1212,7412,168.9599,169.0350,168.8940,169.0350,168.8940,2024-02-13,14:58:50,135
1213,14656,168.8168,168.9360,168.7750,168.9400,168.7001,2024-02-13,14:58:55,228
1214,8653,168.7295,168.8063,168.6600,168.8063,168.6500,2024-02-13,14:59:00,156
1215,13216,168.6964,168.6600,168.6600,168.8000,168.6000,2024-02-13,14:59:05,167
1216,21888,168.6095,168.6400,168.4801,168.6900,168.4701,2024-02-13,14:59:10,246
1217,18848,168.5261,168.4950,168.5200,168.6099,168.4800,2024-02-13,14:59:15,150
1218,20821,168.4482,168.5529,168.4401,168.5529,168.3700,2024-02-13,14:59:20,210
1219,9739,168.4280,168.4700,168.4200,168.4700,168.4000,2024-02-13,14:59:25,123
1220,32510,168.3355,168.3700,168.2800,168.3899,168.2800,2024-02-13,14:59:30,261
1221,18576,168.3558,168.2680,168.3600,168.4500,168.2592,2024-02-13,14:59:35,201
1222,14195,168.3283,168.3900,168.3350,168.3944,168.2500,2024-02-13,14:59:40,148
1223,13239,168.3308,168.3300,168.2800,168.3851,168.2650,2024-02-13,14:59:45,165
1224,18998,168.2570,168.2800,168.2950,168.3003,168.1978,2024-02-13,14:59:50,177
1225,22599,168.3821,168.3200,168.4799,168.4799,168.3200,2024-02-13,14:59:55,190
1226,18333,168.4178,168.4400,168.4223,168.5300,168.3250,2024-02-13,15:00:00,212
1227,14820,168.3568,168.3900,168.3367,168.4200,168.3020,2024-02-13,15:00:05,203
1228,18622,168.4365,168.3400,168.5000,168.5200,168.3101,2024-02-13,15:00:10,181
1229,25055,168.5199,168.5000,168.6400,168.6500,168.4700,2024-02-13,15:00:15,226
1230,18987,168.5968,168.6153,168.5800,168.6500,168.5200,2024-02-13,15:00:20,188
1231,7884,168.4762,168.5600,168.4400,168.5694,168.3800,2024-02-13,15:00:25,128
1232,13119,168.5596,168.4240,168.6000,168.6200,168.4240,2024-02-13,15:00:30,197
1233,10040,168.6301,168.5912,168.6365,168.6600,168.5700,2024-02-13,15:00:35,113
1234,13027,168.5022,168.6040,168.4793,168.6040,168.4300,2024-02-13,15:00:40,154
1235,5554,168.4947,168.4900,168.4900,168.5296,168.4700,2024-02-13,15:00:45,67
1236,10303,168.4234,168.4999,168.3900,168.4999,168.3600,2024-02-13,15:00:50,112
1237,19911,168.3290,168.3800,168.3818,168.4000,168.2800,2024-02-13,15:00:55,259
1238,17932,168.6123,168.4099,168.7400,168.7400,168.3700,2024-02-13,15:01:00,170
1239,13215,168.7450,168.7399,168.7001,168.7899,168.7001,2024-02-13,15:01:05,135
1240,18630,168.7166,168.7000,168.7600,168.8200,168.6400,2024-02-13,15:01:10,160
1241,46785,168.9887,168.8400,169.0100,169.0600,168.8400,2024-02-13,15:01:15,356
1242,12938,168.9436,169.0100,169.0099,169.0134,168.8801,2024-02-13,15:01:20,129
1243,32628,169.0581,168.9601,169.0200,169.1300,168.9601,2024-02-13,15:01:25,289
1244,17315,168.8356,169.0050,168.7700,169.0050,168.7537,2024-02-13,15:01:30,137
1245,6596,168.7664,168.7950,168.7500,168.7960,168.7100,2024-02-13,15:01:35,91
